,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
295,39,services,married,secondary,no,5549,yes,no,cellular,20,nov,157,1,-1,0,unknown,no
296,25,admin.,single,secondary,no,681,yes,no,unknown,26,jun,105,3,-1,0,unknown,no
297,56,admin.,married,secondary,no,1694,no,no,cellular,21,aug,793,10,-1,0,unknown,yes
298,57,retired,married,primary,no,70,yes,yes,unknown,16,may,186,5,-1,0,unknown,no
299,35,technician,single,secondary,no,4645,yes,no,cellular,11,jan,502,3,270,40,other,no
300,32,admin.,married,secondary,no,31,no,no,cellular,25,may,101,1,-1,0,unknown,no
301,45,blue-collar,married,primary,no,658,yes,no,telephone,20,apr,406,3,270,2,failure,no
302,31,self-employed,single,secondary,no,148,yes,yes,cellular,6,may,232,2,167,4,failure,no
303,28,blue-collar,married,secondary,no,217,yes,no,unknown,3,jun,860,1,-1,0,unknown,no
304,48,services,married,secondary,no,1355,no,no,cellular,4,jul,134,2,-1,0,unknown,no
305,58,blue-collar,married,secondary,no,928,no,no,cellular,15,jul,656,3,-1,0,unknown,no
306,33,management,married,tertiary,no,0,no,yes,cellular,21,aug,148,3,-1,0,unknown,no
307,31,technician,married,secondary,no,367,yes,no,cellular,8,aug,515,3,-1,0,unknown,no
308,37,admin.,divorced,secondary,no,246,yes,no,cellular,11,may,288,1,360,2,failure,no
309,34,technician,single,secondary,no,391,no,no,cellular,27,aug,214,8,-1,0,unknown,no
310,45,admin.,married,primary,no,-407,yes,yes,cellular,29,jan,503,2,224,18,other,no
311,31,blue-collar,married,secondary,no,932,yes,no,unknown,21,may,229,2,-1,0,unknown,no
312,45,entrepreneur,single,primary,no,0,no,no,cellular,7,apr,354,1,-1,0,unknown,no
313,53,blue-collar,divorced,secondary,no,145,yes,no,unknown,8,may,193,1,-1,0,unknown,no
314,25,blue-collar,single,secondary,no,0,yes,no,unknown,15,may,244,2,-1,0,unknown,no
315,47,housemaid,single,primary,no,2785,yes,no,cellular,13,may,570,1,-1,0,unknown,yes
316,52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,no
317,30,entrepreneur,married,tertiary,no,23,yes,yes,cellular,19,nov,375,1,-1,0,unknown,no
318,41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,no
319,53,blue-collar,married,primary,no,53,yes,no,cellular,7,apr,208,1,140,1,failure,no
320,48,blue-collar,married,secondary,no,1903,no,no,cellular,29,aug,21,6,-1,0,unknown,no
321,31,management,single,tertiary,no,307,no,no,cellular,21,nov,86,2,-1,0,unknown,no
322,47,management,married,secondary,no,0,yes,yes,cellular,17,nov,124,2,-1,0,unknown,no
323,36,services,married,tertiary,no,301,no,no,cellular,28,jan,333,1,-1,0,unknown,no
324,79,retired,married,secondary,no,909,no,no,cellular,25,sep,114,1,95,1,other,no
325,27,student,single,secondary,no,0,no,no,unknown,8,may,93,2,-1,0,unknown,no
326,40,services,divorced,secondary,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown,no
327,55,housemaid,married,primary,no,16,no,no,unknown,20,jun,64,1,-1,0,unknown,no
328,35,blue-collar,married,secondary,no,0,yes,yes,cellular,8,apr,519,1,-1,0,unknown,no
329,31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,3,failure,yes
330,36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1512,1,345,8,failure,yes
331,48,management,married,tertiary,no,0,no,no,cellular,28,aug,16,16,-1,0,unknown,no
332,53,blue-collar,married,secondary,no,3397,yes,no,unknown,6,may,231,1,-1,0,unknown,no
333,73,retired,married,primary,no,796,no,no,cellular,23,apr,888,1,182,3,success,yes
334,31,technician,single,tertiary,no,127,yes,no,cellular,16,jul,122,1,-1,0,unknown,no
335,32,management,married,tertiary,no,2213,no,no,cellular,28,aug,73,7,-1,0,unknown,no
336,31,admin.,single,tertiary,no,516,no,no,cellular,5,jun,227,1,-1,0,unknown,no
337,56,unemployed,married,secondary,no,660,yes,no,unknown,6,jun,72,3,-1,0,unknown,no
338,49,admin.,married,secondary,no,1788,yes,no,unknown,11,jun,274,2,-1,0,unknown,no
339,59,housemaid,married,primary,no,418,no,no,cellular,29,aug,300,4,-1,0,unknown,no
340,53,technician,married,secondary,no,2052,yes,no,cellular,19,nov,286,1,-1,0,unknown,no
341,35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,no
342,32,blue-collar,married,secondary,no,300,no,no,cellular,6,feb,166,2,-1,0,unknown,no
343,48,blue-collar,married,secondary,no,742,yes,yes,cellular,14,jul,304,4,-1,0,unknown,no
344,59,blue-collar,divorced,unknown,no,454,yes,no,cellular,10,jul,293,1,-1,0,unknown,no
345,37,technician,married,secondary,no,0,yes,no,cellular,18,nov,173,1,179,6,failure,no
346,35,management,married,tertiary,no,244,yes,no,cellular,19,nov,138,1,-1,0,unknown,no
347,33,management,single,tertiary,no,4409,no,no,cellular,20,nov,92,2,-1,0,unknown,no
348,32,services,single,secondary,no,81,yes,no,unknown,7,may,126,5,-1,0,unknown,no
349,34,entrepreneur,divorced,tertiary,no,338,yes,no,unknown,9,may,162,2,-1,0,unknown,no
350,82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,195,1,other,yes
351,38,admin.,married,unknown,no,28,no,no,unknown,20,may,725,1,-1,0,unknown,no
352,60,housemaid,married,primary,no,182,no,no,cellular,27,oct,83,2,76,3,failure,no
353,38,management,married,secondary,no,96,yes,no,cellular,20,nov,151,3,-1,0,unknown,no
354,40,unemployed,divorced,secondary,no,452,no,no,cellular,20,nov,98,1,-1,0,unknown,no
355,34,admin.,married,secondary,no,233,yes,yes,cellular,8,jul,303,1,-1,0,unknown,no
356,56,admin.,married,secondary,no,346,yes,yes,unknown,30,may,46,3,-1,0,unknown,no
357,34,services,divorced,tertiary,no,800,yes,yes,cellular,8,may,309,2,-1,0,unknown,no
358,31,blue-collar,married,secondary,no,360,yes,yes,cellular,29,jan,89,1,241,1,failure,no
359,34,management,married,tertiary,no,1495,yes,no,cellular,7,may,50,1,-1,0,unknown,no
360,37,technician,married,tertiary,no,4596,yes,no,cellular,7,may,218,2,211,4,success,no
361,29,technician,married,secondary,no,767,yes,no,cellular,5,feb,253,1,-1,0,unknown,no
362,46,management,single,tertiary,no,134,no,no,cellular,29,aug,40,2,-1,0,unknown,no
363,44,self-employed,married,secondary,no,1310,yes,no,unknown,16,may,290,1,-1,0,unknown,no
364,53,blue-collar,married,secondary,no,-102,yes,no,cellular,11,may,52,2,-1,0,unknown,no
365,43,management,married,tertiary,no,6,no,no,cellular,8,aug,324,2,-1,0,unknown,no
366,52,blue-collar,married,primary,no,281,yes,no,cellular,16,apr,55,4,335,3,other,no
367,59,retired,divorced,tertiary,no,-134,no,no,cellular,14,aug,217,4,-1,0,unknown,no
368,32,blue-collar,single,primary,no,1918,yes,no,cellular,17,nov,321,1,-1,0,unknown,no
369,39,self-employed,divorced,secondary,yes,-103,no,yes,unknown,5,jun,210,3,-1,0,unknown,no
370,39,technician,married,tertiary,no,1889,no,no,cellular,29,jan,108,2,-1,0,unknown,no
371,23,student,single,secondary,no,165,yes,no,cellular,2,apr,148,1,-1,0,unknown,no
372,58,management,single,tertiary,no,2297,no,no,cellular,13,aug,96,2,-1,0,unknown,no
373,58,retired,married,primary,no,0,yes,no,unknown,16,jun,204,4,-1,0,unknown,no
374,58,retired,divorced,secondary,no,-808,yes,no,cellular,8,may,75,4,-1,0,unknown,no
375,52,services,married,secondary,no,1645,no,no,cellular,28,aug,248,1,-1,0,unknown,no
376,44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,7,80,15,failure,no
377,38,self-employed,single,tertiary,no,982,no,no,cellular,11,aug,176,3,-1,0,unknown,no
378,41,admin.,married,secondary,no,705,yes,no,unknown,13,may,205,1,-1,0,unknown,no
379,40,admin.,married,secondary,no,100,yes,no,cellular,9,feb,38,8,-1,0,unknown,no
380,32,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,856,2,-1,0,unknown,yes
381,29,technician,married,secondary,no,0,no,no,unknown,12,may,33,2,-1,0,unknown,no
382,41,management,married,secondary,no,3018,yes,no,cellular,17,nov,536,2,-1,0,unknown,no
383,39,blue-collar,married,primary,no,1005,no,no,unknown,6,jun,158,2,-1,0,unknown,no
384,51,technician,married,secondary,no,13089,no,no,unknown,11,jun,247,1,-1,0,unknown,no
385,54,admin.,married,secondary,no,1279,yes,yes,cellular,28,jan,102,2,-1,0,unknown,no
386,54,unemployed,divorced,secondary,no,550,no,no,cellular,28,jan,131,1,-1,0,unknown,no
387,42,technician,married,secondary,no,2037,no,yes,cellular,5,feb,135,1,8,1,other,no
388,34,technician,married,secondary,no,-259,yes,no,unknown,27,may,124,2,-1,0,unknown,no
389,56,blue-collar,married,primary,no,690,yes,no,unknown,15,may,309,2,-1,0,unknown,no
390,38,admin.,single,tertiary,no,45789,no,no,telephone,21,jul,21,31,-1,0,unknown,no
391,38,management,single,tertiary,no,1373,no,no,cellular,22,oct,119,4,-1,0,unknown,no
392,59,self-employed,married,tertiary,no,34247,yes,no,cellular,17,nov,66,2,-1,0,unknown,no
393,28,blue-collar,single,secondary,no,-303,yes,no,unknown,23,may,277,2,-1,0,unknown,no
394,28,housemaid,married,secondary,no,204,yes,no,cellular,24,jul,38,1,-1,0,unknown,no
395,58,management,married,tertiary,no,3342,no,no,cellular,5,feb,344,5,-1,0,unknown,yes
396,26,management,single,tertiary,no,2356,yes,no,cellular,23,jul,252,6,-1,0,unknown,no
397,30,blue-collar,married,primary,no,201,yes,no,cellular,5,mar,116,7,186,13,success,no
398,29,admin.,single,secondary,no,2768,yes,no,cellular,29,jan,69,1,241,4,failure,no
399,54,technician,married,unknown,no,2564,no,no,unknown,12,jun,134,1,-1,0,unknown,no
400,59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,unknown,no
401,51,services,married,secondary,no,7,no,no,cellular,27,aug,18,18,-1,0,unknown,no
402,34,management,married,tertiary,no,731,yes,no,cellular,21,nov,378,4,-1,0,unknown,no
403,45,blue-collar,married,secondary,no,7858,yes,no,unknown,3,jun,641,2,-1,0,unknown,no
404,56,management,divorced,tertiary,no,382,no,no,cellular,19,nov,117,2,-1,0,unknown,no
405,32,technician,single,secondary,no,5205,no,no,cellular,20,nov,352,1,-1,0,unknown,no
406,38,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,71,1,-1,0,unknown,no
407,29,self-employed,single,tertiary,no,805,no,no,cellular,1,jul,302,2,128,8,success,no
408,41,entrepreneur,married,tertiary,no,-81,no,yes,unknown,2,jul,83,3,-1,0,unknown,no
409,26,admin.,single,secondary,no,0,yes,no,cellular,8,may,339,1,66,3,other,no
410,23,management,single,tertiary,no,736,yes,no,cellular,30,apr,119,1,-1,0,unknown,no
411,46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,65,2,-1,0,unknown,no
412,56,technician,divorced,secondary,no,77,yes,yes,unknown,28,may,25,2,-1,0,unknown,no
413,42,management,married,tertiary,no,-1,yes,yes,telephone,8,may,185,1,-1,0,unknown,no
414,45,blue-collar,divorced,secondary,no,77,yes,no,unknown,26,may,99,3,-1,0,unknown,no
415,27,blue-collar,single,secondary,no,181,no,no,unknown,13,may,147,1,-1,0,unknown,no
416,43,blue-collar,married,primary,no,2273,yes,no,cellular,14,apr,424,2,147,3,failure,no
417,34,technician,married,secondary,no,1075,yes,no,cellular,11,may,460,1,-1,0,unknown,no
418,38,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,unknown,no
419,47,blue-collar,married,tertiary,no,1707,no,no,cellular,27,aug,71,7,-1,0,unknown,no
420,30,technician,married,secondary,no,394,no,no,cellular,22,aug,216,13,-1,0,unknown,no
421,32,management,single,tertiary,no,697,no,no,cellular,30,apr,210,3,-1,0,unknown,no
422,40,unemployed,single,secondary,no,6,no,no,unknown,9,jun,134,3,-1,0,unknown,no
423,37,blue-collar,married,primary,no,3242,yes,no,unknown,21,may,233,1,-1,0,unknown,no
424,42,blue-collar,married,secondary,no,-336,yes,no,cellular,14,jul,151,2,-1,0,unknown,no
425,33,management,married,tertiary,no,540,no,no,cellular,11,aug,79,4,-1,0,unknown,no
426,33,services,married,secondary,no,108,yes,no,cellular,29,jan,158,2,-1,0,unknown,no
427,23,services,married,secondary,no,14,yes,yes,telephone,13,may,19,8,358,1,failure,no
428,57,self-employed,married,secondary,no,11494,no,no,cellular,19,nov,198,1,-1,0,unknown,no
429,57,management,married,primary,no,0,no,no,unknown,19,may,455,1,-1,0,unknown,no
430,49,blue-collar,single,secondary,no,725,yes,no,cellular,13,may,29,6,348,4,other,no
431,37,services,married,secondary,no,466,yes,yes,cellular,25,may,377,1,-1,0,unknown,yes
432,63,retired,married,tertiary,no,8103,no,no,cellular,7,aug,258,1,-1,0,unknown,no
433,29,student,single,secondary,no,154,yes,no,cellular,13,may,20,6,358,9,failure,no
434,43,services,divorced,secondary,no,130,yes,no,unknown,8,may,193,1,-1,0,unknown,no
435,31,services,married,secondary,no,407,yes,no,cellular,15,apr,80,3,-1,0,unknown,no
436,37,management,single,tertiary,no,35,yes,no,cellular,18,jul,34,3,-1,0,unknown,no
437,40,retired,married,primary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no
438,40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
439,43,management,married,tertiary,no,0,yes,no,cellular,21,jul,474,1,-1,0,unknown,no
440,54,retired,married,tertiary,no,4104,no,no,cellular,15,jul,68,8,-1,0,unknown,no
441,22,services,single,secondary,no,279,yes,no,unknown,13,may,270,1,-1,0,unknown,no
442,35,admin.,married,secondary,no,165,no,yes,unknown,20,jun,109,1,-1,0,unknown,no
443,38,technician,married,secondary,no,61,yes,no,unknown,28,may,97,1,-1,0,unknown,no
444,31,management,single,tertiary,no,6248,yes,no,unknown,9,may,154,2,-1,0,unknown,no
445,30,management,single,secondary,no,209,no,no,cellular,18,aug,243,9,-1,0,unknown,no
446,46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,9,1,-1,0,unknown,no
447,29,admin.,married,secondary,no,396,yes,no,unknown,30,may,205,2,-1,0,unknown,no
448,83,retired,married,secondary,no,0,no,no,cellular,18,mar,140,10,-1,0,unknown,no
449,31,technician,single,secondary,no,36,no,no,cellular,20,aug,99,3,-1,0,unknown,no
450,24,technician,single,unknown,no,818,yes,yes,unknown,27,may,953,3,-1,0,unknown,no
451,59,services,married,secondary,no,108,no,no,cellular,11,aug,120,4,-1,0,unknown,no
452,35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310,2,96,2,other,no
453,32,technician,single,secondary,no,5600,yes,no,cellular,21,nov,77,1,-1,0,unknown,no
454,23,services,married,secondary,no,1309,yes,no,unknown,3,jun,349,2,-1,0,unknown,no
455,44,services,married,secondary,no,-230,yes,yes,unknown,27,may,99,1,-1,0,unknown,no
456,47,blue-collar,married,secondary,no,1484,no,no,cellular,21,jul,274,3,-1,0,unknown,no
457,27,services,divorced,secondary,no,10,yes,no,cellular,22,jul,527,1,-1,0,unknown,no
458,55,blue-collar,divorced,primary,no,39,yes,no,unknown,13,may,343,1,-1,0,unknown,no
459,69,retired,divorced,secondary,no,4189,no,no,cellular,18,oct,138,4,96,2,success,no
460,43,technician,single,secondary,no,0,yes,no,unknown,14,may,37,3,-1,0,unknown,no
461,31,admin.,single,secondary,no,338,no,no,cellular,2,feb,155,2,-1,0,unknown,no
462,45,blue-collar,married,primary,no,692,yes,yes,cellular,27,aug,102,4,-1,0,unknown,no
463,80,retired,married,primary,no,1468,no,no,cellular,13,jan,330,3,-1,0,unknown,yes
464,33,entrepreneur,single,tertiary,no,75,yes,no,cellular,14,jul,126,3,-1,0,unknown,no
465,58,blue-collar,married,primary,no,0,no,no,cellular,26,aug,168,4,-1,0,unknown,no
466,37,services,single,secondary,no,253,yes,yes,unknown,9,may,280,1,-1,0,unknown,no
467,32,management,divorced,tertiary,no,5306,yes,no,unknown,20,may,201,1,-1,0,unknown,no
468,53,management,divorced,tertiary,no,2679,no,no,cellular,20,nov,295,3,-1,0,unknown,yes
469,51,housemaid,married,unknown,no,2337,yes,no,cellular,27,may,133,2,41,5,success,no
470,38,services,married,secondary,no,434,yes,no,unknown,20,may,411,1,-1,0,unknown,no
471,32,blue-collar,single,primary,no,1137,yes,yes,cellular,6,may,274,1,-1,0,unknown,no
472,53,admin.,married,primary,no,0,yes,no,cellular,8,may,86,1,298,3,failure,no
473,30,management,single,tertiary,no,0,yes,no,cellular,5,may,381,1,342,7,failure,no
474,51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,yes
475,36,blue-collar,married,primary,no,1993,yes,yes,cellular,13,may,174,1,359,2,other,no
476,56,blue-collar,married,primary,no,115,no,no,telephone,4,feb,111,1,-1,0,unknown,no
477,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,yes
478,37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no
479,36,management,married,tertiary,no,51,yes,no,cellular,18,nov,464,1,-1,0,unknown,no
480,44,services,single,secondary,no,5045,yes,no,cellular,21,nov,20,6,175,15,other,no
481,26,student,single,tertiary,no,13887,no,no,cellular,10,sep,199,4,-1,0,unknown,no
482,28,management,single,tertiary,no,-380,yes,no,unknown,4,jun,285,4,-1,0,unknown,no
483,45,admin.,married,secondary,no,1387,yes,no,cellular,10,jul,446,1,-1,0,unknown,no
484,44,management,single,tertiary,no,6350,yes,no,cellular,9,jul,323,1,-1,0,unknown,no
485,45,blue-collar,single,primary,no,999,no,no,cellular,29,jan,182,2,-1,0,unknown,no
486,39,blue-collar,married,primary,no,2715,yes,no,unknown,2,jun,201,3,-1,0,unknown,no
487,30,services,divorced,secondary,no,78,yes,no,cellular,20,nov,147,2,-1,0,unknown,no
488,27,technician,single,secondary,no,527,yes,no,unknown,9,may,118,1,-1,0,unknown,no
489,36,blue-collar,married,secondary,no,2452,yes,no,cellular,21,nov,161,1,-1,0,unknown,no
490,49,services,married,secondary,no,388,no,no,telephone,31,jul,1032,4,-1,0,unknown,yes
491,66,management,married,unknown,no,2149,yes,no,cellular,25,feb,98,1,87,10,failure,yes
492,28,student,single,secondary,no,246,yes,no,unknown,14,may,162,4,-1,0,unknown,no
493,40,unemployed,divorced,secondary,no,388,no,no,cellular,29,jan,95,1,-1,0,unknown,no
494,60,retired,married,primary,no,838,no,no,cellular,9,jul,147,1,-1,0,unknown,no
495,42,services,married,secondary,no,1301,yes,no,cellular,21,jul,510,6,-1,0,unknown,no
496,28,unemployed,married,secondary,no,863,yes,yes,unknown,27,may,355,1,-1,0,unknown,no
497,33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57,2,-1,0,unknown,no
498,32,self-employed,married,tertiary,no,518,no,no,cellular,27,aug,462,5,-1,0,unknown,no
499,40,retired,married,tertiary,no,794,no,no,unknown,9,may,138,1,-1,0,unknown,no
500,78,retired,divorced,unknown,no,2628,no,no,telephone,14,apr,129,2,-1,0,unknown,no
501,44,blue-collar,married,secondary,no,577,yes,no,unknown,28,may,199,3,-1,0,unknown,no
502,37,management,married,tertiary,no,-70,yes,no,cellular,25,jul,386,2,-1,0,unknown,no
503,31,services,divorced,secondary,no,-274,yes,no,unknown,26,may,283,1,-1,0,unknown,no
504,32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,89,2,-1,0,unknown,yes
505,39,services,married,secondary,no,1442,no,no,cellular,22,apr,70,3,-1,0,unknown,no
506,35,technician,divorced,tertiary,no,4515,yes,no,cellular,11,may,66,3,173,2,failure,no
507,43,blue-collar,married,secondary,no,15740,yes,no,unknown,14,may,252,2,-1,0,unknown,no
508,42,services,divorced,secondary,no,466,no,no,cellular,28,jan,48,1,-1,0,unknown,no
509,37,blue-collar,married,secondary,no,504,yes,no,cellular,20,apr,87,2,347,2,failure,no
510,47,technician,married,secondary,no,826,yes,no,telephone,18,nov,195,3,112,8,other,no
511,46,technician,married,secondary,no,1740,yes,no,cellular,11,may,333,1,-1,0,unknown,no
512,33,technician,divorced,unknown,no,1279,yes,no,cellular,29,jan,128,1,206,7,other,no
513,47,services,married,secondary,no,-288,no,no,unknown,19,may,193,6,-1,0,unknown,no
514,36,blue-collar,married,secondary,no,1828,yes,no,telephone,17,oct,24,1,-1,0,unknown,no
515,46,services,divorced,secondary,no,778,yes,no,unknown,19,may,579,1,-1,0,unknown,no
516,52,blue-collar,divorced,secondary,no,0,no,yes,cellular,15,jul,231,2,-1,0,unknown,no
517,33,blue-collar,married,primary,no,-219,yes,no,cellular,17,apr,64,1,-1,0,unknown,no
518,59,admin.,married,tertiary,no,349,no,no,cellular,12,aug,124,4,-1,0,unknown,no
519,79,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown,no
520,58,retired,married,secondary,no,8332,no,no,unknown,17,nov,164,2,96,4,failure,no
521,54,technician,married,secondary,no,-939,yes,no,unknown,29,may,202,1,-1,0,unknown,no
522,36,student,single,secondary,no,624,no,no,cellular,5,feb,518,2,8,1,other,no
523,22,admin.,single,secondary,no,61,no,no,cellular,23,apr,117,1,-1,0,unknown,no
524,60,retired,married,primary,no,0,no,no,cellular,18,aug,142,3,-1,0,unknown,no
